2016 Federal Election Senate First Preferences By State By Vote Type  [Please Note: These results are not final. Event:20499 Phase:PostElection Generated:2016-07-29T11:54:58 Cycle:a79ec06b-a798-4063-a957-8f08b89d6097 Created:2016-07-29T11:51:26 Environment:PROD Site:CDC Server:DB01 Version:10.4.37.36662]
StateAb,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyName,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NT,UG,29140,4,"MacDONALD, Marney",Antipaedophile Party,72,3,0,7,3,85
NT,UG,29596,5,"STRETTLES, Greg",Independent,306,5,2,13,23,349
QLD,A,29787,0,A Ticket Votes,Australian Cyclists Party,14626,944,167,595,1289,17621
QLD,A,29479,1,"COX, Chris",Australian Cyclists Party,1178,109,40,61,103,1491
QLD,A,29480,2,"RE, Edward",Australian Cyclists Party,110,11,3,8,7,139
QLD,A,0,9998,Unapportioned,Australian Cyclists Party,382,0,0,0,0,382
QLD,B,29761,0,B Ticket Votes,The Arts Party,7605,718,101,505,819,9748
QLD,B,28156,1,"JANKOWSKI, Frances",The Arts Party,681,77,9,42,56,865
QLD,B,28158,2,"FAINGES, Neil",The Arts Party,56,8,2,2,11,79
QLD,B,0,9998,Unapportioned,The Arts Party,231,0,0,0,0,231
QLD,C,29763,0,C Ticket Votes,Secular Party of Australia,3128,208,26,155,333,3850
QLD,C,28221,1,"BELL, Trevor",Secular Party of Australia,373,41,12,18,44,488
QLD,C,28223,2,"CLARK, Scott",Secular Party of Australia,56,7,1,3,3,70
QLD,C,0,9998,Unapportioned,Secular Party of Australia,218,0,0,0,0,218
QLD,D,29769,0,D Ticket Votes,Australian Labor Party,562903,31830,4274,21708,67921,688636
QLD,D,28863,1,"WATT, Murray",Australian Labor Party,11625,984,150,569,2750,16078
QLD,D,28867,2,"CHISHOLM, Anthony",Australian Labor Party,832,83,19,44,169,1147
QLD,D,29192,3,"MOORE, Claire",Australian Labor Party,1595,136,16,91,414,2252
QLD,D,29195,4,"KETTER, Chris",Australian Labor Party,560,60,6,45,117,788
QLD,D,29196,5,"CASEY, Jane",Australian Labor Party,617,67,10,37,110,841
QLD,D,29199,6,"THOMPSON, Cheryl",Australian Labor Party,792,50,11,38,211,1102
QLD,D,0,9998,Unapportioned,Australian Labor Party,4536,0,0,0,0,4536
QLD,E,29779,0,E Ticket Votes,Liberal Democrats,57774,4020,519,3799,8363,74475
QLD,E,29452,1,"BUCKLEY, Gabe",Liberal Democrats,1374,147,22,77,212,1832
QLD,E,29453,2,"ROOTH, John",Liberal Democrats,275,33,3,23,93,427
QLD,E,0,9998,Unapportioned,Liberal Democrats,456,0,0,0,0,456
QLD,F,29792,0,F Ticket Votes,Online Direct Democracy - (Empowering the People!),4171,255,38,210,406,5080
QLD,F,29483,1,"RADIC, Peter Joseph",Online Direct Democracy - (Empowering the People!),204,18,2,6,27,257
QLD,F,29485,2,"MISSINGHAM, David",Online Direct Democracy - (Empowering the People!),28,4,0,2,2,36
QLD,F,0,9998,Unapportioned,Online Direct Democracy - (Empowering the People!),114,0,0,0,0,114
QLD,G,29760,0,G Ticket Votes,Liberal National Party of Queensland,736638,34669,3006,30834,117586,922733
QLD,G,28068,1,"BRANDIS, George",Liberal National Party of Queensland,12182,997,72,895,5685,19831
QLD,G,28069,2,"CANAVAN, Matthew",Liberal National Party of Queensland,1013,65,7,59,443,1587
QLD,G,28070,3,"McGRATH, James",Liberal National Party of Queensland,673,55,6,58,191,983
QLD,G,28071,4,"MACDONALD, Ian",Liberal National Party of Queensland,820,79,9,67,422,1397
QLD,G,28072,5,"O'SULLIVAN, Barry",Liberal National Party of Queensland,545,49,7,47,443,1091
QLD,G,28073,6,"LINDGREN, Joanna",Liberal National Party of Queensland,848,73,6,60,403,1390
QLD,G,28074,7,"RYAN, Dan",Liberal National Party of Queensland,225,32,4,17,59,337
QLD,G,28075,8,"RENNICK, Gerard",Liberal National Party of Queensland,376,29,1,16,191,613
QLD,G,0,9998,Unapportioned,Liberal National Party of Queensland,5329,0,0,0,0,5329
QLD,H,29770,0,H Ticket Votes,Animal Justice Party,23155,2190,323,1173,3282,30123
QLD,H,29202,1,"BEVAN, Paul",Animal Justice Party,1012,108,23,58,152,1353
QLD,H,29203,2,"WATSON, Zade",Animal Justice Party,150,26,6,10,29,221
QLD,H,0,9998,Unapportioned,Animal Justice Party,357,0,0,0,0,357
QLD,I,29785,0,I Ticket Votes,Katter's Australian Party,37409,1936,235,1666,4489,45735
QLD,I,29475,1,"WALTON, Rowell",Katter's Australian Party,1401,89,14,74,247,1825
QLD,I,29476,2,"MARRIOTT, Joy",Katter's Australian Party,120,17,1,6,22,166
QLD,I,0,9998,Unapportioned,Katter's Australian Party,857,0,0,0,0,857
QLD,J,29789,0,J Ticket Votes,Marriage Equality,17331,1755,233,1014,1974,22307
QLD,J,29473,1,"SOUTHWARD, Marnie",Marriage Equality,667,109,19,33,88,916
QLD,J,29474,2,"MORAN, William",Marriage Equality,90,13,3,7,10,123
QLD,J,0,9998,Unapportioned,Marriage Equality,257,0,0,0,0,257
QLD,K,29765,0,K Ticket Votes,Mature Australia,3920,196,33,168,685,5002
QLD,K,28475,1,"SNELL, Terry",Mature Australia,271,15,5,9,65,365
QLD,K,28477,2,"CAMERON, Belinda",Mature Australia,51,6,1,4,9,71
QLD,K,0,9998,Unapportioned,Mature Australia,134,0,0,0,0,134
QLD,L,29772,0,L Ticket Votes,Nick Xenophon Team,38766,1583,147,1698,7380,49574
QLD,L,29286,1,"GRANT, Suzanne",Nick Xenophon Team,2806,156,7,171,759,3899
QLD,L,29289,2,"CROW, Daniel",Nick Xenophon Team,215,20,2,13,49,299
QLD,L,0,9998,Unapportioned,Nick Xenophon Team,967,0,0,0,0,967
QLD,M,29782,0,M Ticket Votes,Pirate Party Australia,7340,713,83,368,836,9340
QLD,M,29465,1,"SELIC, Brandon",Pirate Party Australia,526,56,8,24,54,668
QLD,M,29466,2,"PURSEHOUSE, Isaac",Pirate Party Australia,63,3,3,3,5,77
QLD,M,0,9998,Unapportioned,Pirate Party Australia,251,0,0,0,0,251
QLD,N,29767,0,N Ticket Votes,Australian Liberty Alliance,22330,929,146,881,2171,26457
QLD,N,28510,1,"GAYNOR, Bernard William",Australian Liberty Alliance,1457,76,4,91,338,1966
QLD,N,28511,2,"BIGGS, Alan",Australian Liberty Alliance,52,2,1,2,6,63
QLD,N,28512,3,"DOBSON, Chelle",Australian Liberty Alliance,38,2,2,1,8,51
QLD,N,0,9998,Unapportioned,Australian Liberty Alliance,490,0,0,0,0,490
QLD,O,29768,0,O Ticket Votes,Derryn Hinch's Justice Party,10107,532,63,466,2136,13304
QLD,O,28726,1,"COTTER, Deb",Derryn Hinch's Justice Party,416,21,6,28,123,594
QLD,O,28728,2,"HANBIDGE, Karin",Derryn Hinch's Justice Party,43,6,0,1,9,59
QLD,O,0,9998,Unapportioned,Derryn Hinch's Justice Party,214,0,0,0,0,214
QLD,P,29759,0,P Ticket Votes,Citizens Electoral Council,1321,79,9,52,131,1592
QLD,P,28019,1,"PUKALLUS, Jan",Citizens Electoral Council,148,5,2,10,28,193
QLD,P,28020,2,"HARDING, Stephen",Citizens Electoral Council,26,2,0,0,5,33
QLD,P,0,9998,Unapportioned,Citizens Electoral Council,68,0,0,0,0,68
QLD,Q,29775,0,Q Ticket Votes,"Shooters, Fishers and Farmers",21629,1760,224,1281,2662,27556
QLD,Q,29408,1,"TURNER, Michael","Shooters, Fishers and Farmers",1010,119,13,76,137,1355
QLD,Q,29411,2,"GEE, Michael Anthony","Shooters, Fishers and Farmers",41,6,0,4,10,61
QLD,Q,0,9998,Unapportioned,"Shooters, Fishers and Farmers",502,0,0,0,0,502
QLD,R,29783,0,R Ticket Votes,,1046,82,7,46,164,1345
QLD,R,29467,1,"RIVAS, Sal",,53,5,2,4,6,70
QLD,R,29468,2,"TANGUILIG, Val",,47,2,2,0,4,55
QLD,R,0,9998,Unapportioned,,55,0,0,0,0,55
QLD,S,29777,0,S Ticket Votes,Democratic Labour Party (DLP),12388,964,155,532,628,14667
QLD,S,29435,1,"VINCENT, Sheila",Democratic Labour Party (DLP),398,48,9,19,30,504
QLD,S,29436,2,"MAJOOR, Lucius",Democratic Labour Party (DLP),43,4,1,4,4,56
QLD,S,0,9998,Unapportioned,Democratic Labour Party (DLP),203,0,0,0,0,203
QLD,T,29776,0,T Ticket Votes,Family First,39717,2760,370,1456,4002,48305
QLD,T,29425,1,"McGARVIE, Rod",Family First,1833,148,16,89,294,2380
QLD,T,29427,2,"BAYNES, Sue",Family First,162,20,4,9,20,215
QLD,T,29429,3,"HORAN, Kate",Family First,133,12,1,6,20,172
QLD,T,29431,4,"PELLOWE, David",Family First,81,4,2,5,18,110
QLD,T,0,9998,Unapportioned,Family First,721,0,0,0,0,721
QLD,U,29766,0,U Ticket Votes,Renewable Energy Party,4113,406,48,315,670,5552
QLD,U,28482,1,"MOYLAN, James",Renewable Energy Party,290,27,7,37,47,408
QLD,U,28485,2,"GUNDRUM, MaryBeth",Renewable Energy Party,87,7,1,6,14,115
QLD,U,0,9998,Unapportioned,Renewable Energy Party,135,0,0,0,0,135
QLD,V,29791,0,V Ticket Votes,Australian Sex Party/Marijuana (HEMP) Party,21700,2289,338,1137,1937,27401
QLD,V,29537,1,"BRISTOW, Robin",Australian Sex Party,990,110,24,43,92,1259
QLD,V,29539,2,"HOWES, Therese",Marijuana (HEMP) Party,410,48,6,10,35,509
QLD,V,29541,3,"PATTEN, Kirsty",Australian Sex Party,160,18,0,8,25,211
QLD,V,0,9998,Unapportioned,Australian Sex Party/Marijuana (HEMP) Party,431,0,0,0,0,431
QLD,W,29771,0,W Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,1313,112,13,60,139,1637
QLD,W,29261,1,"GARDNER, Mark",VOTEFLUX.ORG | Upgrade Democracy!,169,24,3,10,14,220
QLD,W,29270,2,"FLOWERS, Reece",VOTEFLUX.ORG | Upgrade Democracy!,27,2,0,1,4,34
QLD,W,0,9998,Unapportioned,VOTEFLUX.ORG | Upgrade Democracy!,184,0,0,0,0,184
QLD,X,29784,0,X Ticket Votes,Pauline Hanson's One Nation,184076,10085,1228,7287,25893,228569
QLD,X,29469,1,"HANSON, Pauline",Pauline Hanson's One Nation,10506,671,83,546,2988,14794
QLD,X,29470,2,"ROBERTS, Malcolm",Pauline Hanson's One Nation,31,2,0,1,10,44
QLD,X,29471,3,"ANNING, Fraser",Pauline Hanson's One Nation,9,1,0,1,0,11
QLD,X,29472,4,"SMITH, Judy",Pauline Hanson's One Nation,25,5,1,3,9,43
QLD,X,0,9998,Unapportioned,Pauline Hanson's One Nation,3709,0,0,0,0,3709
QLD,Y,29796,0,Y Ticket Votes,Rise Up Australia Party,4228,231,39,194,417,5109
QLD,Y,29609,1,"TAYLOR, Paul",Rise Up Australia Party,304,17,7,18,52,398
QLD,Y,29610,2,"MOONEY, Neroli",Rise Up Australia Party,33,2,0,1,3,39
QLD,Y,0,9998,Unapportioned,Rise Up Australia Party,392,0,0,0,0,392
QLD,Z,29764,0,Z Ticket Votes,Socialist Equality Party,1113,112,4,80,90,1399
QLD,Z,28386,1,"HEAD, Mike",Socialist Equality Party,98,9,4,8,4,123
QLD,Z,28387,2,"COOKE, Erin",Socialist Equality Party,28,1,0,1,4,34
QLD,Z,0,9998,Unapportioned,Socialist Equality Party,72,0,0,0,0,72
QLD,AA,29774,0,AA Ticket Votes,Christian Democratic Party (Fred Nile Group),5187,330,48,280,693,6538
QLD,AA,29402,1,"SOLOMON, Wayne",Christian Democratic Party (Fred Nile Group),446,18,5,23,97,589
QLD,AA,29405,2,"SWEERIS-SIGRIST, Ludy Charles",Christian Democratic Party (Fred Nile Group),20,1,1,0,2,24
QLD,AA,0,9998,Unapportioned,Christian Democratic Party (Fred Nile Group),127,0,0,0,0,127
QLD,AB,29795,0,AB Ticket Votes,Palmer United Party,3712,306,41,154,296,4509
QLD,AB,29486,1,"McDONALD, James",Palmer United Party,148,16,3,12,21,200
QLD,AB,29488,2,"GUNNIS, Craig",Palmer United Party,12,0,0,0,3,15
QLD,AB,0,9998,Unapportioned,Palmer United Party,83,0,0,0,0,83
QLD,AC,29781,0,AC Ticket Votes,Glenn Lazarus Team,31916,1184,131,860,3200,37291
QLD,AC,29460,1,"LAZARUS, Glenn",Glenn Lazarus Team,4125,191,11,185,759,5271
QLD,AC,29462,2,"WALTERS, Kerrod",Glenn Lazarus Team,80,7,2,1,20,110
QLD,AC,29463,3,"LOURIGAN, Annette",Glenn Lazarus Team,32,0,0,5,10,47
QLD,AC,0,9998,Unapportioned,Glenn Lazarus Team,1450,0,0,0,0,1450
QLD,AD,29790,0,AD Ticket Votes,Jacqui Lambie Network,6495,328,35,300,1075,8233
QLD,AD,29528,1,"SALTMARSH, Marcus",Jacqui Lambie Network,415,22,2,30,74,543
QLD,AD,29534,2,"PECKETT, Crystal",Jacqui Lambie Network,47,3,2,0,7,59
QLD,AD,0,9998,Unapportioned,Jacqui Lambie Network,250,0,0,0,0,250
QLD,AE,29793,0,AE Ticket Votes,Australian Progressives,789,89,12,39,73,1002
QLD,AE,29489,1,"STEVENS, Ken",Australian Progressives,79,3,0,4,10,96
QLD,AE,29492,2,"McCORMACK, Jo",Australian Progressives,37,3,1,3,6,50
QLD,AE,0,9998,Unapportioned,Australian Progressives,78,0,0,0,0,78
QLD,AF,29773,0,AF Ticket Votes,Australian Christians,6851,461,49,311,877,8549
QLD,AF,29313,1,"TAYLOR, Shea",Australian Christians,556,47,3,17,102,725
QLD,AF,29314,2,"BRICE, Malcolm",Australian Christians,77,2,0,3,13,95
QLD,AF,0,9998,Unapportioned,Australian Christians,174,0,0,0,0,174
QLD,AG,29794,0,AG Ticket Votes,Drug Law Reform,12818,1441,236,657,972,16124
QLD,AG,29498,1,"LYNCH, Deb",Drug Law Reform,484,64,13,28,57,646
QLD,AG,29499,2,"SMITH, Lorraine",Drug Law Reform,41,6,0,4,5,56
QLD,AG,0,9998,Unapportioned,Drug Law Reform,179,0,0,0,0,179
QLD,AH,29786,0,AH Ticket Votes,Health Australia Party,7258,579,98,336,802,9073
QLD,AH,29477,1,"WOODFORTH, Jason",Health Australia Party,537,55,7,24,79,702
QLD,AH,29478,2,"GOLDEN, Sarinah",Health Australia Party,107,8,4,8,6,133
QLD,AH,0,9998,Unapportioned,Health Australia Party,182,0,0,0,0,182
QLD,AI,29778,0,AI Ticket Votes,CountryMinded,1661,145,11,90,512,2419
QLD,AI,29392,1,"MAILLER, Pete",CountryMinded,180,12,1,4,96,293
QLD,AI,29399,2,"STIVANO, Sherrill",CountryMinded,33,6,0,1,15,55
QLD,AI,0,9998,Unapportioned,CountryMinded,63,0,0,0,0,63
QLD,AJ,29762,0,AJ Ticket Votes,Veterans Party,3175,213,24,285,544,4241
QLD,AJ,28167,1,"DAVEY, Jeremy",Veterans Party,134,12,2,13,39,200
QLD,AJ,28168,2,"HODKINSON, Darryl",Veterans Party,29,2,0,1,13,45
QLD,AJ,0,9998,Unapportioned,Veterans Party,103,0,0,0,0,103
QLD,AK,29780,0,AK Ticket Votes,The Greens,133647,11260,1055,7396,13778,167136
QLD,AK,29442,1,"WATERS, Larissa",The Greens,9680,1007,76,626,1878,13267
QLD,AK,29443,2,"BARTLETT, Andrew",The Greens,787,83,4,44,157,1075
QLD,AK,29445,3,"PENNINGS, Ben",The Greens,91,8,3,6,20,128
QLD,AK,29449,4,"KLOOT, Johanna",The Greens,59,6,1,3,11,80
QLD,AK,29451,5,"ANDERSON, Fiona",The Greens,112,12,3,11,25,163
QLD,AK,29454,6,"WORRINGHAM, Charles",The Greens,34,5,1,5,5,50
QLD,AK,29455,7,"SKINNER, Rainee",The Greens,22,8,0,6,6,42
QLD,AK,29456,8,"LEO, Janina",The Greens,37,6,3,3,11,60
QLD,AK,29457,9,"ANDERSON, Meg",The Greens,56,4,0,4,9,73
QLD,AK,29458,10,"NOBLE, Louise",The Greens,42,6,0,4,11,63
QLD,AK,29459,11,"KENNEDY, Kirsten",The Greens,64,8,1,2,4,79
QLD,AK,29461,12,"QUIRK, Elena",The Greens,157,26,2,17,44,246
QLD,AK,0,9998,Unapportioned,The Greens,3733,0,0,0,0,3733
QLD,AL,29788,0,AL Ticket Votes,Sustainable Australia,3740,321,34,261,589,4945
QLD,AL,29481,1,"ROLES, John",Sustainable Australia,192,18,0,12,34,256
QLD,AL,29482,2,"MORAN, Matt",Sustainable Australia,46,3,0,6,8,63
QLD,AL,0,9998,Unapportioned,Sustainable Australia,99,0,0,0,0,99
QLD,UG,29613,1,"REDDY, Shyamal",Independent,257,18,1,9,33,318
QLD,UG,28855,2,"McMAHON, Greg",Independent,135,10,0,6,25,176
QLD,UG,29379,3,"BUNDY, David",Independent,32,1,0,0,11,44
QLD,UG,28199,4,"VUGA, Kim",Independent,124,5,2,1,13,145
QLD,UG,29419,5,"SAVAGE, Jim",Independent,156,5,0,4,28,193
QLD,UG,28219,6,"MOORE, Tony R.",Independent,416,21,1,11,44,493
QLD,UG,29617,7,"POTTER, Josephine",Independent,46,1,0,2,18,67
QLD,UG,29383,8,"STEVENSON, Paul Joseph",Independent,272,12,1,4,36,325
QLD,UG,29606,9,"ANDERSON, Marshal",Independent,56,4,0,0,5,65
QLD,UG,29438,10,"EUGARDE, Ian",Independent,28,0,0,0,3,31
QLD,UG,28507,11,"BOYD, Julie",Independent,649,21,1,24,75,770
QLD,UG,29614,12,"HANNA-McGUFFIE, Leeanne",Independent,40,4,0,2,13,59
QLD,UG,28498,13,"HARRIS, Zoemaree",Independent,148,10,2,1,16,177
QLD,UG,28018,14,"KAFF, Michael",Independent,77,5,0,0,1,83
QLD,UG,28245,15,"JORGENSEN, Terry",Independent,29,0,1,1,5,36
QLD,UG,28503,16,"PEAD, Gary James",Independent,32,3,0,2,6,43
QLD,UG,29413,17,"GIBSON, John",Independent,34,1,0,2,8,45
QLD,UG,28857,18,"MARRIAGE, Belinda",Independent,216,5,0,5,39,265
QLD,UG,29416,19,"BEATTIE, Greg",Independent,299,19,2,8,42,370
SA,A,29643,0,A Ticket Votes,Mature Australia,3185,243,77,109,287,3901
SA,A,28433,1,"BOTHE, Darryl",Mature Australia,247,25,1,6,40,319
SA,A,28436,2,"DENNY, Lyndal",Mature Australia,38,2,1,0,2,43
SA,A,0,9998,Unapportioned,Mature Australia,55,0,0,0,0,55
SA,B,29655,0,B Ticket Votes,Australian Labor Party,226378,16856,3421,5300,17432,269387
SA,B,29506,1,"WONG, Penny",Australian Labor Party,10024,643,33,248,1277,12225
SA,B,29508,2,"FARRELL, Don",Australian Labor Party,354,43,4,7,33,441
SA,B,29510,3,"GALLACHER, Alex",Australian Labor Party,161,18,3,5,16,203
SA,B,29511,4,"McEWEN, Anne",Australian Labor Party,283,30,1,12,22,348
SA,B,29512,5,"ALLISON, Michael",Australian Labor Party,190,15,0,2,10,217
