2013 Federal Election - Senate Senate First Preferences By Polling Place [Event:17496 Generated:2013-11-18T16:00:01]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
NT,306,"Lingiari",34176,"Home Island PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34176,"Home Island PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",34176,"Home Island PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34176,"Home Island PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34176,"Home Island PPVC", G,25165,0,"G TICKET VOTES","Sex Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",34176,"Home Island PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34176,"Home Island PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34176,"Home Island PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",0
NT,306,"Lingiari",34176,"Home Island PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",34176,"Home Island PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34176,"Home Island PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34176,"Home Island PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",1
NT,306,"Lingiari",34176,"Home Island PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",34176,"Home Island PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34176,"Home Island PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",0
NT,306,"Lingiari",34176,"Home Island PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34176,"Home Island PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34176,"Home Island PPVC",ZZ,0,99,"INFORMAL"," ",1
NT,306,"Lingiari",8713,"Howard Springs", A,25162,0,"A TICKET VOTES","Palmer United Party",124
NT,306,"Lingiari",8713,"Howard Springs", A,24499,1,"TE WAKE, Douglas","Palmer United Party",10
NT,306,"Lingiari",8713,"Howard Springs", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",2
NT,306,"Lingiari",8713,"Howard Springs", B,25160,0,"B TICKET VOTES","Uniting Australia Party",3
NT,306,"Lingiari",8713,"Howard Springs", B,23793,1,"BELL, Gary","Uniting Australia Party",1
NT,306,"Lingiari",8713,"Howard Springs", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",8713,"Howard Springs", C,25156,0,"C TICKET VOTES","Stable Population Party",4
NT,306,"Lingiari",8713,"Howard Springs", C,23375,1,"MILES, Jim","Stable Population Party",4
NT,306,"Lingiari",8713,"Howard Springs", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",8713,"Howard Springs", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",3
NT,306,"Lingiari",8713,"Howard Springs", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",3
NT,306,"Lingiari",8713,"Howard Springs", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",8713,"Howard Springs", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",848
NT,306,"Lingiari",8713,"Howard Springs", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",32
NT,306,"Lingiari",8713,"Howard Springs", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",8
NT,306,"Lingiari",8713,"Howard Springs", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",374
NT,306,"Lingiari",8713,"Howard Springs", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",14
NT,306,"Lingiari",8713,"Howard Springs", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",13
NT,306,"Lingiari",8713,"Howard Springs", G,25165,0,"G TICKET VOTES","Sex Party",34
NT,306,"Lingiari",8713,"Howard Springs", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",3
NT,306,"Lingiari",8713,"Howard Springs", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,306,"Lingiari",8713,"Howard Springs", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",8713,"Howard Springs", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",8713,"Howard Springs", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",8713,"Howard Springs", I,25154,0,"I TICKET VOTES","Shooters and Fishers",106
NT,306,"Lingiari",8713,"Howard Springs", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",9
NT,306,"Lingiari",8713,"Howard Springs", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",8713,"Howard Springs", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",15
NT,306,"Lingiari",8713,"Howard Springs", J,24726,1,"PILE, Jan","Rise Up Australia Party",3
NT,306,"Lingiari",8713,"Howard Springs", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",8713,"Howard Springs", K,25164,0,"K TICKET VOTES","Australian Greens",90
NT,306,"Lingiari",8713,"Howard Springs", K,24888,1,"WILLIAMS, Warren H","Australian Greens",21
NT,306,"Lingiari",8713,"Howard Springs", K,24892,2,"BRAND, Michael","Australian Greens",2
NT,306,"Lingiari",8713,"Howard Springs", L,25159,0,"L TICKET VOTES","Australian Independents",17
NT,306,"Lingiari",8713,"Howard Springs", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,306,"Lingiari",8713,"Howard Springs", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",8713,"Howard Springs",ZZ,0,99,"INFORMAL"," ",51
NT,306,"Lingiari",8714,"Humpty Doo", A,25162,0,"A TICKET VOTES","Palmer United Party",202
NT,306,"Lingiari",8714,"Humpty Doo", A,24499,1,"TE WAKE, Douglas","Palmer United Party",10
NT,306,"Lingiari",8714,"Humpty Doo", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",8714,"Humpty Doo", B,25160,0,"B TICKET VOTES","Uniting Australia Party",5
NT,306,"Lingiari",8714,"Humpty Doo", B,23793,1,"BELL, Gary","Uniting Australia Party",4
NT,306,"Lingiari",8714,"Humpty Doo", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",8714,"Humpty Doo", C,25156,0,"C TICKET VOTES","Stable Population Party",6
NT,306,"Lingiari",8714,"Humpty Doo", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,306,"Lingiari",8714,"Humpty Doo", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",8714,"Humpty Doo", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",4
NT,306,"Lingiari",8714,"Humpty Doo", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",3
NT,306,"Lingiari",8714,"Humpty Doo", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",8714,"Humpty Doo", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",1078
NT,306,"Lingiari",8714,"Humpty Doo", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",48
NT,306,"Lingiari",8714,"Humpty Doo", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",6
NT,306,"Lingiari",8714,"Humpty Doo", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",561
NT,306,"Lingiari",8714,"Humpty Doo", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",16
NT,306,"Lingiari",8714,"Humpty Doo", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",18
NT,306,"Lingiari",8714,"Humpty Doo", G,25165,0,"G TICKET VOTES","Sex Party",37
NT,306,"Lingiari",8714,"Humpty Doo", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",5
NT,306,"Lingiari",8714,"Humpty Doo", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,306,"Lingiari",8714,"Humpty Doo", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",9
NT,306,"Lingiari",8714,"Humpty Doo", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",8714,"Humpty Doo", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",8714,"Humpty Doo", I,25154,0,"I TICKET VOTES","Shooters and Fishers",165
NT,306,"Lingiari",8714,"Humpty Doo", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",8
NT,306,"Lingiari",8714,"Humpty Doo", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",8714,"Humpty Doo", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",17
NT,306,"Lingiari",8714,"Humpty Doo", J,24726,1,"PILE, Jan","Rise Up Australia Party",4
NT,306,"Lingiari",8714,"Humpty Doo", J,24731,2,"COX, Michael","Rise Up Australia Party",1
NT,306,"Lingiari",8714,"Humpty Doo", K,25164,0,"K TICKET VOTES","Australian Greens",107
NT,306,"Lingiari",8714,"Humpty Doo", K,24888,1,"WILLIAMS, Warren H","Australian Greens",15
NT,306,"Lingiari",8714,"Humpty Doo", K,24892,2,"BRAND, Michael","Australian Greens",5
NT,306,"Lingiari",8714,"Humpty Doo", L,25159,0,"L TICKET VOTES","Australian Independents",21
NT,306,"Lingiari",8714,"Humpty Doo", L,23959,1,"WALCOTT, Phil","Australian Independents",2
NT,306,"Lingiari",8714,"Humpty Doo", L,23962,2,"FUTCHER, Lisa","Australian Independents",1
NT,306,"Lingiari",8714,"Humpty Doo",ZZ,0,99,"INFORMAL"," ",74
NT,306,"Lingiari",8715,"Jabiru", A,25162,0,"A TICKET VOTES","Palmer United Party",28
NT,306,"Lingiari",8715,"Jabiru", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",8715,"Jabiru", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",8715,"Jabiru", B,25160,0,"B TICKET VOTES","Uniting Australia Party",1
NT,306,"Lingiari",8715,"Jabiru", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",8715,"Jabiru", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",8715,"Jabiru", C,25156,0,"C TICKET VOTES","Stable Population Party",2
NT,306,"Lingiari",8715,"Jabiru", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",8715,"Jabiru", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",8715,"Jabiru", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",8715,"Jabiru", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",8715,"Jabiru", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",8715,"Jabiru", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",97
NT,306,"Lingiari",8715,"Jabiru", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",6
NT,306,"Lingiari",8715,"Jabiru", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",8715,"Jabiru", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",65
NT,306,"Lingiari",8715,"Jabiru", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",8715,"Jabiru", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",8715,"Jabiru", G,25165,0,"G TICKET VOTES","Sex Party",3
NT,306,"Lingiari",8715,"Jabiru", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",8715,"Jabiru", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",8715,"Jabiru", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",8715,"Jabiru", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",8715,"Jabiru", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",8715,"Jabiru", I,25154,0,"I TICKET VOTES","Shooters and Fishers",9
NT,306,"Lingiari",8715,"Jabiru", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,306,"Lingiari",8715,"Jabiru", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",8715,"Jabiru", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",8715,"Jabiru", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",8715,"Jabiru", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",8715,"Jabiru", K,25164,0,"K TICKET VOTES","Australian Greens",29
NT,306,"Lingiari",8715,"Jabiru", K,24888,1,"WILLIAMS, Warren H","Australian Greens",3
NT,306,"Lingiari",8715,"Jabiru", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",8715,"Jabiru", L,25159,0,"L TICKET VOTES","Australian Independents",3
NT,306,"Lingiari",8715,"Jabiru", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,306,"Lingiari",8715,"Jabiru", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",8715,"Jabiru",ZZ,0,99,"INFORMAL"," ",6
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", G,25165,0,"G TICKET VOTES","Sex Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",65757,"Jabiru INTERSTATE PPVC",ZZ,0,99,"INFORMAL"," ",0
NT,306,"Lingiari",34178,"Jabiru PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",12
NT,306,"Lingiari",34178,"Jabiru PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",3
NT,306,"Lingiari",34178,"Jabiru PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", C,25156,0,"C TICKET VOTES","Stable Population Party",1
NT,306,"Lingiari",34178,"Jabiru PPVC", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",34178,"Jabiru PPVC", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34178,"Jabiru PPVC", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34178,"Jabiru PPVC", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",47
NT,306,"Lingiari",34178,"Jabiru PPVC", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",2
NT,306,"Lingiari",34178,"Jabiru PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34178,"Jabiru PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",83
NT,306,"Lingiari",34178,"Jabiru PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",34178,"Jabiru PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",1
NT,306,"Lingiari",34178,"Jabiru PPVC", G,25165,0,"G TICKET VOTES","Sex Party",2
NT,306,"Lingiari",34178,"Jabiru PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",1
NT,306,"Lingiari",34178,"Jabiru PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",34178,"Jabiru PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34178,"Jabiru PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34178,"Jabiru PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",9
NT,306,"Lingiari",34178,"Jabiru PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",34178,"Jabiru PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34178,"Jabiru PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",1
NT,306,"Lingiari",34178,"Jabiru PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34178,"Jabiru PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",10
NT,306,"Lingiari",34178,"Jabiru PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",3
NT,306,"Lingiari",34178,"Jabiru PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34178,"Jabiru PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",2
NT,306,"Lingiari",34178,"Jabiru PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34178,"Jabiru PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34178,"Jabiru PPVC",ZZ,0,99,"INFORMAL"," ",16
NT,306,"Lingiari",8717,"Katherine", A,25162,0,"A TICKET VOTES","Palmer United Party",75
NT,306,"Lingiari",8717,"Katherine", A,24499,1,"TE WAKE, Douglas","Palmer United Party",9
NT,306,"Lingiari",8717,"Katherine", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",3
NT,306,"Lingiari",8717,"Katherine", B,25160,0,"B TICKET VOTES","Uniting Australia Party",8
NT,306,"Lingiari",8717,"Katherine", B,23793,1,"BELL, Gary","Uniting Australia Party",2
NT,306,"Lingiari",8717,"Katherine", B,23797,2,"WATT, Kathryn","Uniting Australia Party",1
NT,306,"Lingiari",8717,"Katherine", C,25156,0,"C TICKET VOTES","Stable Population Party",4
NT,306,"Lingiari",8717,"Katherine", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",8717,"Katherine", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",8717,"Katherine", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",8
NT,306,"Lingiari",8717,"Katherine", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",8717,"Katherine", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",8717,"Katherine", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",544
NT,306,"Lingiari",8717,"Katherine", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",30
NT,306,"Lingiari",8717,"Katherine", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",4
NT,306,"Lingiari",8717,"Katherine", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",322
NT,306,"Lingiari",8717,"Katherine", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",14
NT,306,"Lingiari",8717,"Katherine", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",6
NT,306,"Lingiari",8717,"Katherine", G,25165,0,"G TICKET VOTES","Sex Party",32
NT,306,"Lingiari",8717,"Katherine", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",6
NT,306,"Lingiari",8717,"Katherine", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",8717,"Katherine", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",5
NT,306,"Lingiari",8717,"Katherine", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",8717,"Katherine", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",8717,"Katherine", I,25154,0,"I TICKET VOTES","Shooters and Fishers",80
NT,306,"Lingiari",8717,"Katherine", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",6
NT,306,"Lingiari",8717,"Katherine", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",2
NT,306,"Lingiari",8717,"Katherine", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",20
NT,306,"Lingiari",8717,"Katherine", J,24726,1,"PILE, Jan","Rise Up Australia Party",4
NT,306,"Lingiari",8717,"Katherine", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",8717,"Katherine", K,25164,0,"K TICKET VOTES","Australian Greens",78
NT,306,"Lingiari",8717,"Katherine", K,24888,1,"WILLIAMS, Warren H","Australian Greens",14
NT,306,"Lingiari",8717,"Katherine", K,24892,2,"BRAND, Michael","Australian Greens",3
NT,306,"Lingiari",8717,"Katherine", L,25159,0,"L TICKET VOTES","Australian Independents",11
NT,306,"Lingiari",8717,"Katherine", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,306,"Lingiari",8717,"Katherine", L,23962,2,"FUTCHER, Lisa","Australian Independents",1
NT,306,"Lingiari",8717,"Katherine",ZZ,0,99,"INFORMAL"," ",31
NT,306,"Lingiari",12068,"Katherine East", A,25162,0,"A TICKET VOTES","Palmer United Party",55
NT,306,"Lingiari",12068,"Katherine East", A,24499,1,"TE WAKE, Douglas","Palmer United Party",2
NT,306,"Lingiari",12068,"Katherine East", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",12068,"Katherine East", B,25160,0,"B TICKET VOTES","Uniting Australia Party",6
NT,306,"Lingiari",12068,"Katherine East", B,23793,1,"BELL, Gary","Uniting Australia Party",0
